판매처,위도,경도,주소,연락처
(경기화성)화성휴대폰성지볼트모바일봉담점_봉담,37.227430,126.945400,"경기 화성시 봉담읍 상리2길 97,0동 117호 (지움프라자I)",010-7970-8977
(서울양천)위너 신월점_신월,37.516677,126.841900,"서울 양천구 남부순환로83길 17,상가동 B01호 (신월동,목동센트럴아이파크위브1단지) 상가동 지하1층 1-54",010-4310-4100
(경기수원)가온이동통신_정자,37.292490,126.999300,"경기도 수원시 장안구 수성로261번길 62,  1층(정자동)",010-7774-0785
(경기수원)모바일샵_금곡,37.272620,126.939800,"경기도 수원시 권선구 금곡로 46, 가상가동 1층 106호, 107호(금곡동, 수원호매실휴먼시아5단지아파트)",010-5452-6309
(경기화성)엠에스모바일 봉담점_병점,37.208190,127.043400,"경기도 화성시 병점2로 65, 지하1층 1호 휴대폰코너",010-8383-3081
(경기안산)스마트폰면세점 본오점_본오,37.288300,126.864100,"경기 안산시 상록구 샘골로 48,1층 101호 (본오동)",010-5220-0292
(경기남양주)다산드림모바일_다산,37.621740,127.153100,"경기 남양주시 다산중앙로 132, 1층 137호",010-9109-4995
(경기화성)휴대폰성지 만세성지폰_새솔,37.283540,126.818500,경기도 화성시 꽃내음1길 19-221동 1층 110호,010-2211-4221
(서울송파)온마을 방이점(파인즈)_방이,37.510640,127.116600,"서울 송파구 백제고분로48길 34,(방이동) 1층",010-4748-9153
(경기수원)휴대폰 성지 싸당 수원점_고등,37.274430,126.998900,"경기 수원시 팔달구 팔달로 53,1층 107호 (고등동)",
(경기평택)휴대폰성지 고덕폰_고덕,37.040590,127.029400,"경기 평택시 고덕로1길 8,105호 (고덕동) ,106호",010-4848-5872
(경기수원)매니아텔레콤_매산,37.275860,127.016400,"경기도 수원시 팔달구 덕영대로 지하 907-65, 4호(매산로1가, 수원역전지하상가)",010-4889-4455
(경기광명)휴대폰성지따르릉통신철산역점_철산,37.479730,126.866800,"경기도 광명시 시청로 50, A동 1층 112호",010-9879-4169
(경기안산)오라컴퍼니_원곡,37.328870,126.789400,"경기도 안산시 단원구 다문화1길 3, 101호(원곡동)",010-2575-0088
(경기시흥)휴대폰성지 휴대폰참잘하는집_은행,37.436730,126.801700,"경기 시흥시 은계번영길 1,1층 104호 (은행동,태산W타워)",010-9721-7186
(경기화성)_수글로벌 남양점_남양,37.201550,126.825600,경기도 화성시 남양읍 시청로 1071동 1층,010-2368-8224
(인천연수)판다폰_송도 타스점,37.385330,126.641500,"인천 연수구 인천타워대로132번길 9,상가동 133호 (송도동,롯데몰송도캐슬파크) ,134호",010-5840-0443
인천휴대폰성지 판다폰 논현점,,,,
(인천부평)휴대폰 성지 싸당 인천점_부평,37.489850,126.722700,"인천 부평구 광장로 16,1층 14호 (부평동,롯데쇼핑롯데마트부평역점)",010-8465-8995
(경기광주)경기광주휴대폰성지_쌍령,37.400770,127.272700,"경기 광주시 경충대로 1468-6, 101호 1층 (쌍령동) ",010-9641-7997
(경기안산)스마트폰면세점(한양대점)_사동,37.301690,126.840500,"경기도 안산시 상록구 한양대학로 26-1, 101호",010-2949-7591
(경기부천)휴대폰성지 올인폰 부천역점_심곡,37.472930,126.817000,"경기 부천시 소사구 성주로243번길 43,1층 103호 (심곡본동,파크빌딩)",010-8200-9632
(경기화성)휴대폰 성지 싸당 화성점_영천,37.210660,127.099600,"경기 화성시 동탄대로 636-14,상가동D동 114호 (영천동,동탄역 대방디엠시티 더 센텀) 상가동D동 B114호",010-5895-5645
(경기용인)휴대폰성지_김량장,37.235220,127.206000,경기도 용인시 처인구 금령로 86 1층,010-5849-8025
(경기평택)휴대폰 성지 싸당 평택점_비전,37.000510,127.095700,경기도 평택시 평택2로 1301동 2호,010-2999-0001
(경기화성)수글로벌_영천,37.207510,127.111000,"경기도 화성시 동탄순환대로 702, 1층 106호,107호",010-2368-8224
(인천미추홀)에이치에스모바일_주안,37.460790,126.698600,"인천광역시 남동구 석산로62번길 2, 1층(간석동)",010-8200-8240
(경기평택)휴대폰성지 초심도매폰 장당_이충,37.051780,127.056400,경기도 평택시 송탄로 70 104호,010-9744-4442
(경기김포)휴대폰성지 정직폰 김포점_걸포,37.632850,126.704500,"경기 김포시 걸포2로 21,1층 (걸포동,김포파인스타2차)",010-8869-0337
(인천서구)나누리통신3호점_석남,37.509380,126.670700,"인천 서구 길주로75번길 30,1층 (석남동,석남상가)",010-9119-9024
(경기수원)더제이엔씨_권선,37.249430,127.022500,"경기도 수원시 권선구 덕영대로 1205, 1층  101호, 도매폰센터",010-9288-8724
(경기오산)휴대폰성지 대찬폰_고덕,37.164760,127.055500,"경기 오산시 죽담1로  29, 107호",010-7560-5585
(인천중구)태경모바일_용동,37.473360,126.631800,"인천 중구 큰우물로 14-1,1층 (용동)",010-8788-9929
(경기시흥)탑통신_월곶,37.093670,126.737400,"경기 시흥시 월곶중앙로70번길 3,상가동 1층 115호 (월곶동,풍림1차아이원단지내제주상가)",010-9200-1013
(경기화성)폰싼집5_장지,37.162000,127.110200,"경기도 화성시 동탄대로4길 39, 1층 106호",010-5522-5295
(경기평택)휴대폰 성지 청북폰_청북,37.018170,126.915800,"경기 평택시 청북읍 안청로 336, 1층 110호 (골드테라스)",010-4993-3672
(경기평택)휴대폰 성지 포승폰(제로12팀),36.988630,126.845500,"경기 평택시 포승읍 여술4길 2, 1층 상가",010-4993-3672
(경기화성)수글로벌 발안점_향남,37.132260,126.907900,"경기도 화성시 향남읍 3.1만세로 1101-1, 1층",010-2368-8224
(서울강남)수서텔레콤_수서,37.488200,127.101800,"서울특별시 강남구 밤고개로1길 10, 713 수서현대벤처빌 b 235호",010-4366-4000
(경기오산)스마트폰면세점 세교점_탑동,37.135870,127.050500,"경기 오산시 초평중앙로 22,101호 (탑동)",010-7700-4623
(서울강서)휴대폰성지 메카폰 화곡본점_화곡,37.541280,126.840600,"서울특별시 강서구 강서로 161,1층 103호",010-2168-3359
(서울마포)대산 이대역점_대흥,37.556520,126.945700,"서울특별시 마포구 대흥로 193, 1층 일부호(대흥동)",010-2222-8706
(경기수원)휴대폰성지 착한폰 수원곡반점_곡반정,37.237560,127.030500,"경기 수원시 권선구 곡반정로 160,137호 (곡반정동,라퍼스트)",010-7979-0809
(경기평택)휴대폰 성지 남부폰_고덕,37.066010,127.058300,"경기 평택시 송탄로 247,1층 (서정동,가구할인마트) 105.106호(서정동)",010-4993-3672
(경기용인)두총각폰_김량장,37.235870,127.207000,"경기 용인시 처인구 금령로 97,1층",010-9482-9453
(서울송파)미라클_장지,37.474910,127.142800,"서울특별시 송파구 위례광장로 290, 상가동 1층 117호(장지동, 위례중앙푸르지오2단지)",010-5011-9285
(서울서초)휴대폰성지 정직폰 서초점_방배,37.491410,126.988900,"서울 서초구 서초대로19길 77,상가 13호 (방배동, 레미안원페를라)",010-3120-3357
(서울광진)해동_구의,37.535890,127.095800,"서울 광진구 광나루로56길 85, 6층 d28호 (구의동,테크노-마트21)",010-4965-4949
(서울양천)메카폰 목사랑시장점_목동,37.539310,126.866300,"서울특별시 양천구 목동중앙본로7길 45, 105호",010-2714-8800
(경기부천)(MS)텔레콤_원미,37.492900,126.791100,"경기 부천시 원미구 원미로 114,1층 2호 (원미동)",010-3033-2232
(경기수원)다쏜다 화서스타필드점_정자,37.289340,126.990300,"경기 수원시 장안구 수성로157번길 60,상가동 111호 (정자동,화서역푸르지오브리시엘)",010-3940-4022
(경기수원)진성폰3호 오목천점,37.233830,126.977800,"경기 수원시 권선구 서수원로47번길 11,1층 108호 (오목천동)",010-6579-0063
(경기안양)다인플러스_안양,37.392590,126.909700,"경기 안양시 만안구 병목안로 127,102호 (안양동,새동산빌딩)",010-5858-9835
(경기안산)다올_일동,37.309670,126.869600,"경기 안산시 상록구 안산대학로 106,102호 (일동)",010-8080-1359
(서울송파)온마을 거여점(디엔컴퍼니),37.493740,127.144900,"서울 송파구 거마로 6,1층 (거여동)",010-5899-1783
(인천서구)휴대폰성지 핫폰 검단점_당하,37.594190,126.670200,"인천 서구 원당대로 966,상가A동 173호 (당하동,검단역금강펜테리움더시글로1차)",010-9575-4728
(경기부천)제이디모바일(부천역점)_심곡본동,37.483670,126.781000,"경기도 부천시 경인로 231, 1층 77호",010-2224-9984
(서울강서)제이디모바일(화곡본동시장점)_화곡,37.543960,126.843100,"서울특별시 강서구 화곡로 203,1층",010-2224-9984
(경기부천)제이디모바일(송내점)_상동,37.491470,126.752900,"경기도 부천시 상일로 96,1층 104호",010-2335-1766
(경기수원)리치컴퍼니_영화,37.289890,127.001100,"경기도 수원시 장안구 수성로262번길 2, 104호",010-5747-8077
(경기안산)든든모바일_건건,37.305210,126.902000,경기도 안산시 상록구 건건로 41 1층,010-4020-8484
(경기군포)영산업_산본,37.360620,126.930600,"경기도 군포시 산본천로 62, 1층 102호",010-9699-0072
주식회사 따르릉통신,37.502800,127.111400,"서울 송파구 가락로 139-1,",010-2890-5214
(인천서구)휴대폰성지 따르릉통신 검단점_원당,37.613970,126.685500,"인천 서구 이음대로 392, 120호 (원당동,메트로시티)",010-9703-5230
(경기부천)휴대폰성지 메카폰 역곡역점_영천,37.485960,126.812000,"경기 부천시 원미구 부일로 740,1층 (역곡동,성운빌딩)",010-5950-0622
(서울양천)위너 목동시장점_목동,37.548440,126.866800,"서울 양천구 목동중앙북로 29,1층 104(목동)",010-4310-4100
(서울성북)휴대폰성지 성신여대점_동선,37.593620,127.017500,"서울 성북구 동소문로 113-1,1층 (동선동4가,통신기기대리점)",010-9828-8080
(경기군포)폰스토리 군포점_당점,37.344520,126.948900,"경기도 군포시 당정역로 92, 102호, 103호(당정동,슬기빌딩)",010-3468-0611
(경기안양)엠에스텔레콤_박달,37.406180,126.912200,"경기도 안양시 만안구 양화로136번길 59, 1층",010-4544-0544
(인천부평)티엔케이_일신,37.485100,126.743600,"인천 부평구 경인로1118번길 14-4,1층 (일신동)",010-8827-1922
(경기수원)네파모바일즈_매산,37.266350,127.002400,"경기 수원시 팔달구 매산로 2-10,2층 A동 14호 (매산로1가,수원역전시장)",010-9168-8974
(인천서구)휴대폰성지패밀리모바일불로점_불로,37.613360,126.688600,"인천 서구 검단로768번길 19,상가동 105호 (불로동,불로금호어울림아파트)",010-7512-7123
(서울강서)휴대폰성지메카폰까치산역점_화곡,37.534220,126.846800,"서울 강서구 강서로18길 21,101호 (화곡동) 1층 코너상가호",010-9978-2516
(경기안양)총각네텔레콤_박달,37.405140,126.909400,"경기도 안양시 만안구 양화로136번길  3, 101호",010-8000-3104
(경기군포)휴대폰성지 산본점(디애스산본점),37.360060,126.931200,"경기 군포시 산본로323번길 16-29,0동 1층 105호 (산본동,청송프라자)",010-5655-4444
(경기안산)휴대폰성지찬스폰안산선부중점_선부,37.345300,126.815200,"경기 안산시 단원구 달미로 103,1층 1호 (선부동,대일학원)",010-8228-3019
(경기용인)휴대폰성지 두총각폰2호점_김량장,37.235190,127.206000,"경기도 용인시 처인구 금령로 86, 1층",010-5849-8025
(경기용인)두총각폰1호점_김량장,37.235890,127.207000,"경기 용인시 처인구 금령로 97, 1층",010-9482-9453
(경기안양)폰스토리 평촌역점_관양,37.393150,126.962300,"경기도 안양시 동안구 관평로170번길 33, 1층 129-1호(관양동,평촌주공공이)",010-5822-5348
(경기남양주)도매폰_다산,37.605980,127.151800,경기도 남양주시 미금로19번길 9. 1층 B06호,010-4198-8123
(인천연수)버스모바일_송도,37.391230,126.648200,"인천 연수구 해돋이로 107, H동 41호",010-2421-7298
(경기군포)휴대폰성지 산본점(디에스산본점),37.360090,126.931200,경기도 군포시 산본로323번길 16-29 ,010-5655-4444
(서울양천)에스유통신_신정,37.522240,126.853400,"서울 양천구 중앙로46길 12, 101호",010-6646-5557
(서울영등포)와이엔제이part2_영등포,37.519430,126.909800,서울 영등포구 영등포로49길 2,010-5400-6934
(경기군포)폰스토리 군포점_당정,37.344510,126.948900,"경기도 군포시 당정역로 92, 102호, 103호(당정동,슬기빌딩)",010-3468-0611
(경기용인)신갈휴대폰센터 주민센터점_신갈,37.272120,127.106800,"경기 용인시 기흥구 신갈로58번길 8-1,1층 (신갈동,대림부동산)",010-8007-0035
(경기부천)성지모바일(로드샵 송내점)_송내,37.473440,126.817000,"경기 부천시 소사구 송내대로42번길 41,102호 (송내동,제일부동산)",010-2891-0000
(경기부천)다모아통신_심곡,37.478720,126.779900,경기도 부천시 소사구 성주로 2631층 2호,010-2868-5899
(인천연수)지니어스 모바일_옥련,37.424780,126.647600,"인천 연수구 독배로40번길 47,1층 107호(옥련동, 근린생활시설)",010-5585-3587
(경기부천)휴대폰성지 국밥폰 부천점_원종,37.520180,126.805900,경기도 부천시 삼작로 3971층,010-7900-5540
(경기군포)진성폰4호군포점_대야미,37.326750,126.918500,"경기도 군포시 대야1로 7,104호(대야미동)",010-4757-1560
